route_no,route_id,time_category,counts,counts_average,time_category_duration,frequency
H3UP,943,peak_1,8,8,240,30
H3UP,943,peak_2,8,8,240,30
H6DOWN,944,non_peak_1,3,3,480,160
H6DOWN,944,non_peak_2,14,14,300,22
H6DOWN,944,non_peak_3,1,1,180,180
H6DOWN,944,peak_1,15,15,240,16
H6DOWN,944,peak_2,13,13,240,19
H6UP,945,non_peak_1,4,4,480,120
H6UP,945,non_peak_2,15,15,300,20
H6UP,945,peak_1,15,15,240,16
H6UP,945,peak_2,12,12,240,20
H8DOWN,946,non_peak_1,9,9,480,54
H8DOWN,946,non_peak_2,22,22,300,14
H8DOWN,946,non_peak_3,6,6,180,30
H8DOWN,946,peak_1,19,19,240,13
H8DOWN,946,peak_2,18,18,240,14
H8UP,947,non_peak_1,11,11,480,44
H8UP,947,non_peak_2,23,23,300,14
H8UP,947,non_peak_3,4,4,180,45
H8UP,947,peak_1,19,19,240,13
H8UP,947,peak_2,17,17,240,15
H9DOWN,948,non_peak_1,8,8,480,60
H9DOWN,948,non_peak_2,20,20,300,15
H9DOWN,948,non_peak_3,5,5,180,36
H9DOWN,948,peak_1,24,24,240,10
H9DOWN,948,peak_2,23,23,240,11
H9UP,949,non_peak_1,11,11,480,44
H9UP,949,non_peak_2,22,22,300,14
H9UP,949,non_peak_3,4,4,180,45
H9UP,949,peak_1,22,22,240,11
H9UP,949,peak_2,21,21,240,12
K11ADOWN,952,non_peak_1,2,2,480,240
K11ADOWN,952,non_peak_2,1,1,300,300
K11ADOWN,952,peak_1,1,1,240,240
K11ADOWN,952,peak_2,1,1,240,240
K11AUP,953,non_peak_1,1,1,480,480
K11AUP,953,non_peak_2,1,1,300,300
K11AUP,953,peak_1,2,2,240,120
K11AUP,953,peak_2,1,1,240,240
K11DOWN,950,non_peak_1,8,8,480,60
K11DOWN,950,non_peak_2,19,19,300,16
K11DOWN,950,non_peak_3,2,2,180,90
K11DOWN,950,peak_1,14,14,240,18
K11DOWN,950,peak_2,13,13,240,19
K11UP,951,non_peak_1,6,6,480,80
K11UP,951,non_peak_2,19,19,300,16
K11UP,951,non_peak_3,3,3,180,60
K11UP,951,peak_1,15,15,240,16
K11UP,951,peak_2,13,13,240,19
K12ADOWN,954,non_peak_1,3,3,480,160
K12ADOWN,954,non_peak_2,7,7,300,43
K12ADOWN,954,non_peak_3,2,2,180,90
K12ADOWN,954,peak_1,6,6,240,40
K12ADOWN,954,peak_2,6,6,240,40
K12AUP,955,non_peak_1,2,2,480,240
K12AUP,955,non_peak_2,8,8,300,38
K12AUP,955,non_peak_3,3,3,180,60
K12AUP,955,peak_1,6,6,240,40
K12AUP,955,peak_2,5,5,240,48
K12DOWN,956,non_peak_1,5,5,480,96
K12DOWN,956,non_peak_2,11,11,300,28
K12DOWN,956,peak_1,9,9,240,27
K12DOWN,956,peak_2,7,7,240,35
K12UP,957,non_peak_1,4,4,480,120
K12UP,957,non_peak_2,11,11,300,28
K12UP,957,peak_1,9,9,240,27
K12UP,957,peak_2,8,8,240,30
K14DOWN,958,non_peak_1,2,2,480,240
K14DOWN,958,non_peak_2,8,8,300,38
K14DOWN,958,peak_1,9,9,240,27
K14DOWN,958,peak_2,7,7,240,35
K14UP,959,non_peak_1,3,3,480,160
K14UP,959,non_peak_2,8,8,300,38
K14UP,959,peak_1,9,9,240,27
K14UP,959,peak_2,6,6,240,40
K16DOWN,960,non_peak_1,1,1,480,480
K16DOWN,960,non_peak_2,7,7,300,43
K16DOWN,960,non_peak_3,1,1,180,180
K16DOWN,960,peak_1,8,8,240,30
K16DOWN,960,peak_2,6,6,240,40
K16UP,961,non_peak_1,2,2,480,240
K16UP,961,non_peak_2,8,8,300,38
K16UP,961,peak_1,7,7,240,35
K16UP,961,peak_2,6,6,240,40
K18DOWN,962,non_peak_1,3,3,480,160
K18DOWN,962,non_peak_2,6,6,300,50
K18DOWN,962,non_peak_3,1,1,180,180
K18DOWN,962,peak_1,4,4,240,60
K18DOWN,962,peak_2,4,4,240,60
K18UP,963,non_peak_1,2,2,480,240
K18UP,963,non_peak_2,5,5,300,60
K18UP,963,non_peak_3,2,2,180,90
K18UP,963,peak_1,5,5,240,48
K18UP,963,peak_2,4,4,240,60
K21RING,964,non_peak_2,3,3,300,100
K21RING,964,peak_1,5,5,240,48
K21RING,964,peak_2,3,3,240,80
K7ADOWN,967,peak_2,1,1,240,240
K7AUP,968,non_peak_1,1,1,480,480
K7DOWN,965,non_peak_2,1,1,300,300
K7DOWN,965,peak_1,3,3,240,80
K7DOWN,965,peak_2,1,1,240,240
K7UP,966,non_peak_2,1,1,300,300
K7UP,966,peak_1,2,2,240,120
K7UP,966,peak_2,2,2,240,120
Metro Shuttle 12RING,1090,non_peak_1,4,4,480,120
Metro Shuttle 12RING,1090,non_peak_2,10,10,300,30
Metro Shuttle 12RING,1090,non_peak_3,5,5,180,36
Metro Shuttle 12RING,1090,peak_1,8,8,240,30
Metro Shuttle 12RING,1090,peak_2,8,8,240,30
Metro Shuttle 13DOWN,969,non_peak_2,4,4,300,75
Metro Shuttle 13DOWN,969,peak_1,6,6,240,40
Metro Shuttle 13DOWN,969,peak_2,5,5,240,48
Metro Shuttle 13RING,1091,non_peak_1,4,4,480,120
Metro Shuttle 13RING,1091,non_peak_2,10,10,300,30
Metro Shuttle 13RING,1091,non_peak_3,5,5,180,36
Metro Shuttle 13RING,1091,peak_1,8,8,240,30
Metro Shuttle 13RING,1091,peak_2,8,8,240,30
Metro Shuttle 13UP,970,non_peak_1,2,2,480,240
Metro Shuttle 13UP,970,non_peak_2,4,4,300,75
Metro Shuttle 13UP,970,peak_1,6,6,240,40
Metro Shuttle 13UP,970,peak_2,3,3,240,80
Metro Shuttle 14RING,1092,non_peak_1,4,4,480,120
Metro Shuttle 14RING,1092,non_peak_2,10,10,300,30
Metro Shuttle 14RING,1092,non_peak_3,5,5,180,36
Metro Shuttle 14RING,1092,peak_1,8,8,240,30
Metro Shuttle 14RING,1092,peak_2,8,8,240,30
Metro Shuttle 17ADOWN,973,non_peak_1,1,1,480,480
Metro Shuttle 17AUP,974,non_peak_3,1,1,180,180
Metro Shuttle 17DOWN,971,non_peak_2,1,1,300,300
Metro Shuttle 17DOWN,971,peak_1,2,2,240,120
Metro Shuttle 17DOWN,971,peak_2,2,2,240,120
Metro Shuttle 17UP,972,non_peak_1,1,1,480,480
Metro Shuttle 17UP,972,non_peak_2,2,2,300,150
Metro Shuttle 17UP,972,peak_1,1,1,240,240
Metro Shuttle 17UP,972,peak_2,1,1,240,240
Metro Shuttle 18DOWN,975,non_peak_1,4,4,480,120
Metro Shuttle 18DOWN,975,non_peak_2,10,10,300,30
Metro Shuttle 18DOWN,975,non_peak_3,5,5,180,36
Metro Shuttle 18DOWN,975,peak_1,8,8,240,30
Metro Shuttle 18DOWN,975,peak_2,8,8,240,30
Metro Shuttle 18UP,976,non_peak_1,4,4,480,120
Metro Shuttle 18UP,976,non_peak_2,10,10,300,30
Metro Shuttle 18UP,976,non_peak_3,5,5,180,36
Metro Shuttle 18UP,976,peak_1,8,8,240,30
Metro Shuttle 18UP,976,peak_2,8,8,240,30
Metro Shuttle 19ADOWN,979,non_peak_2,2,2,300,150
Metro Shuttle 19ADOWN,979,non_peak_3,2,2,180,90
Metro Shuttle 19AUP,980,non_peak_1,2,2,480,240
Metro Shuttle 19AUP,980,non_peak_2,2,2,300,150
Metro Shuttle 19DOWN,977,non_peak_1,4,4,480,120
Metro Shuttle 19DOWN,977,non_peak_2,6,6,300,50
Metro Shuttle 19DOWN,977,non_peak_3,2,2,180,90
Metro Shuttle 19DOWN,977,peak_1,10,10,240,24
Metro Shuttle 19DOWN,977,peak_2,8,8,240,30
Metro Shuttle 19UP,978,non_peak_1,3,3,480,160
Metro Shuttle 19UP,978,non_peak_2,7,7,300,43
Metro Shuttle 19UP,978,non_peak_3,3,3,180,60
Metro Shuttle 19UP,978,peak_1,9,9,240,27
Metro Shuttle 19UP,978,peak_2,8,8,240,30
Metro Shuttle 20ADOWN,1093,non_peak_1,4,4,480,120
Metro Shuttle 20ADOWN,1093,non_peak_2,10,10,300,30
Metro Shuttle 20ADOWN,1093,non_peak_3,5,5,180,36
Metro Shuttle 20ADOWN,1093,peak_1,8,8,240,30
Metro Shuttle 20ADOWN,1093,peak_2,8,8,240,30
Metro Shuttle 20AUP,1094,non_peak_1,4,4,480,120
Metro Shuttle 20AUP,1094,non_peak_2,10,10,300,30
Metro Shuttle 20AUP,1094,non_peak_3,5,5,180,36
Metro Shuttle 20AUP,1094,peak_1,8,8,240,30
Metro Shuttle 20AUP,1094,peak_2,8,8,240,30
Metro Shuttle 20UP,1095,non_peak_1,4,4,480,120
Metro Shuttle 20UP,1095,non_peak_2,10,10,300,30
Metro Shuttle 20UP,1095,non_peak_3,5,5,180,36
Metro Shuttle 20UP,1095,peak_1,8,8,240,30
Metro Shuttle 20UP,1095,peak_2,8,8,240,30
Metro Shuttle 2DOWN,981,non_peak_1,1,1,480,480
Metro Shuttle 2DOWN,981,non_peak_2,4,4,300,75
Metro Shuttle 2DOWN,981,peak_1,6,6,240,40
Metro Shuttle 2DOWN,981,peak_2,3,3,240,80
Metro Shuttle 2UP,982,non_peak_2,4,4,300,75
Metro Shuttle 2UP,982,peak_1,6,6,240,40
Metro Shuttle 2UP,982,peak_2,4,4,240,60
Metro Shuttle 31DOWN,983,non_peak_1,1,1,480,480
Metro Shuttle 31DOWN,983,non_peak_2,2,2,300,150
Metro Shuttle 31DOWN,983,peak_1,4,4,240,60
Metro Shuttle 31DOWN,983,peak_2,3,3,240,80
Metro Shuttle 31UP,984,non_peak_1,1,1,480,480
Metro Shuttle 31UP,984,non_peak_2,3,3,300,100
Metro Shuttle 31UP,984,peak_1,4,4,240,60
Metro Shuttle 31UP,984,peak_2,2,2,240,120
Metro Shuttle 32DOWN,985,non_peak_2,2,2,300,150
Metro Shuttle 32DOWN,985,peak_1,3,3,240,80
Metro Shuttle 32DOWN,985,peak_2,1,1,240,240
Metro Shuttle 32UP,986,non_peak_2,2,2,300,150
Metro Shuttle 32UP,986,peak_1,2,2,240,120
Metro Shuttle 32UP,986,peak_2,2,2,240,120
Metro Shuttle 35DOWN,987,non_peak_1,4,4,480,120
Metro Shuttle 35DOWN,987,non_peak_2,10,10,300,30
Metro Shuttle 35DOWN,987,non_peak_3,5,5,180,36
Metro Shuttle 35DOWN,987,peak_1,8,8,240,30
Metro Shuttle 35DOWN,987,peak_2,8,8,240,30
Metro Shuttle 35UP,988,non_peak_1,4,4,480,120
Metro Shuttle 35UP,988,non_peak_2,10,10,300,30
Metro Shuttle 35UP,988,non_peak_3,5,5,180,36
Metro Shuttle 35UP,988,peak_1,8,8,240,30
Metro Shuttle 35UP,988,peak_2,8,8,240,30
Metro Shuttle 36DOWN,1096,non_peak_1,4,4,480,120
Metro Shuttle 36DOWN,1096,non_peak_2,10,10,300,30
Metro Shuttle 36DOWN,1096,non_peak_3,5,5,180,36
Metro Shuttle 36DOWN,1096,peak_1,8,8,240,30
Metro Shuttle 36DOWN,1096,peak_2,8,8,240,30
Metro Shuttle 36UP,1097,non_peak_1,4,4,480,120
Metro Shuttle 36UP,1097,non_peak_2,10,10,300,30
Metro Shuttle 36UP,1097,non_peak_3,5,5,180,36
Metro Shuttle 36UP,1097,peak_1,8,8,240,30
Metro Shuttle 36UP,1097,peak_2,8,8,240,30
Metro Shuttle 37ADOWN,1098,non_peak_1,4,4,480,120
Metro Shuttle 37ADOWN,1098,non_peak_2,10,10,300,30
Metro Shuttle 37ADOWN,1098,non_peak_3,5,5,180,36
Metro Shuttle 37ADOWN,1098,peak_1,8,8,240,30
Metro Shuttle 37ADOWN,1098,peak_2,8,8,240,30
Metro Shuttle 37AUP,1099,non_peak_1,4,4,480,120
Metro Shuttle 37AUP,1099,non_peak_2,10,10,300,30
Metro Shuttle 37AUP,1099,non_peak_3,5,5,180,36
Metro Shuttle 37AUP,1099,peak_1,8,8,240,30
Metro Shuttle 37AUP,1099,peak_2,8,8,240,30
Metro Shuttle 37DOWN,989,non_peak_1,2,2,480,240
Metro Shuttle 37DOWN,989,non_peak_2,2,2,300,150
Metro Shuttle 37DOWN,989,non_peak_3,1,1,180,180
Metro Shuttle 37DOWN,989,peak_1,2,2,240,120
Metro Shuttle 37DOWN,989,peak_2,3,3,240,80
Metro Shuttle 37RING,1100,non_peak_1,4,4,480,120
Metro Shuttle 37RING,1100,non_peak_2,10,10,300,30
Metro Shuttle 37RING,1100,non_peak_3,5,5,180,36
Metro Shuttle 37RING,1100,peak_1,8,8,240,30
Metro Shuttle 37RING,1100,peak_2,8,8,240,30
Metro Shuttle 37UP,990,non_peak_1,2,2,480,240
Metro Shuttle 37UP,990,non_peak_2,3,3,300,100
Metro Shuttle 37UP,990,non_peak_3,1,1,180,180
Metro Shuttle 37UP,990,peak_1,2,2,240,120
Metro Shuttle 37UP,990,peak_2,2,2,240,120
Metro Shuttle 38RING,1032,non_peak_1,4,4,480,120
Metro Shuttle 38RING,1032,non_peak_2,10,10,300,30
Metro Shuttle 38RING,1032,non_peak_3,5,5,180,36
Metro Shuttle 38RING,1032,peak_1,8,8,240,30
Metro Shuttle 38RING,1032,peak_2,8,8,240,30
Metro Shuttle 40RING,1101,non_peak_1,4,4,480,120
Metro Shuttle 40RING,1101,non_peak_2,10,10,300,30
Metro Shuttle 40RING,1101,non_peak_3,5,5,180,36
Metro Shuttle 40RING,1101,peak_1,8,8,240,30
Metro Shuttle 40RING,1101,peak_2,8,8,240,30
Metro Shuttle 41RING,1102,non_peak_1,4,4,480,120
Metro Shuttle 41RING,1102,non_peak_2,10,10,300,30
Metro Shuttle 41RING,1102,non_peak_3,5,5,180,36
Metro Shuttle 41RING,1102,peak_1,8,8,240,30
Metro Shuttle 41RING,1102,peak_2,8,8,240,30
N14DOWN,991,non_peak_2,2,2,300,150
N14DOWN,991,peak_1,4,4,240,60
N14DOWN,991,peak_2,3,3,240,80
N14UP,992,non_peak_2,3,3,300,100
N14UP,992,peak_1,4,4,240,60
N14UP,992,peak_2,2,2,240,120
N15DOWN,993,non_peak_1,3,3,480,160
N15DOWN,993,non_peak_2,6,6,300,50
N15DOWN,993,non_peak_3,2,2,180,90
N15DOWN,993,peak_1,6,6,240,40
N15DOWN,993,peak_2,5,5,240,48
N15UP,994,non_peak_1,3,3,480,160
N15UP,994,non_peak_2,7,7,300,43
N15UP,994,non_peak_3,1,1,180,180
N15UP,994,peak_1,6,6,240,40
N15UP,994,peak_2,5,5,240,48
N16DOWN,995,non_peak_1,1,1,480,480
N16DOWN,995,non_peak_2,3,3,300,100
N16DOWN,995,peak_1,3,3,240,80
N16DOWN,995,peak_2,3,3,240,80
N16UP,996,non_peak_1,1,1,480,480
N16UP,996,non_peak_2,2,2,300,150
N16UP,996,peak_1,4,4,240,60
N16UP,996,peak_2,3,3,240,80
P13DOWN,997,non_peak_1,1,1,480,480
P13DOWN,997,non_peak_2,3,3,300,100
P13DOWN,997,peak_1,4,4,240,60
P13DOWN,997,peak_2,4,4,240,60
P13UP,998,non_peak_1,2,2,480,240
P13UP,998,non_peak_2,4,4,300,75
P13UP,998,peak_1,3,3,240,80
P13UP,998,peak_2,3,3,240,80
Ratrani 1DOWN,999,non_peak_1,3,3,480,160
Ratrani 1DOWN,999,non_peak_3,1,1,180,180
Ratrani 1UP,1000,non_peak_1,3,3,480,160
Ratrani 1UP,1000,non_peak_3,1,1,180,180
Ratrani 2DOWN,1001,non_peak_1,3,3,480,160
Ratrani 2DOWN,1001,non_peak_3,1,1,180,180
Ratrani 2UP,1002,non_peak_1,3,3,480,160
Ratrani 2UP,1002,non_peak_3,1,1,180,180
Ratrani 3DOWN,1003,non_peak_1,2,2,480,240
Ratrani 3DOWN,1003,non_peak_3,2,2,180,90
Ratrani 3UP,1004,non_peak_1,3,3,480,160
Ratrani 3UP,1004,non_peak_3,1,1,180,180
Ratrani 4DOWN,1005,non_peak_1,3,3,480,160
Ratrani 4DOWN,1005,non_peak_3,1,1,180,180
Ratrani 4UP,1006,non_peak_1,3,3,480,160
Ratrani 4UP,1006,non_peak_3,1,1,180,180
Ratrani 6DOWN,1033,non_peak_1,4,4,480,120
Ratrani 6DOWN,1033,non_peak_2,10,10,300,30
Ratrani 6DOWN,1033,non_peak_3,5,5,180,36
Ratrani 6DOWN,1033,peak_1,8,8,240,30
Ratrani 6DOWN,1033,peak_2,8,8,240,30
Ratrani 6UP,1034,non_peak_1,4,4,480,120
Ratrani 6UP,1034,non_peak_2,10,10,300,30
Ratrani 6UP,1034,non_peak_3,5,5,180,36
Ratrani 6UP,1034,peak_1,8,8,240,30
Ratrani 6UP,1034,peak_2,8,8,240,30
Ratrani 7DOWN,1007,non_peak_1,2,2,480,240
Ratrani 7DOWN,1007,non_peak_3,1,1,180,180
Ratrani 7UP,1008,non_peak_1,2,2,480,240
Ratrani 7UP,1008,non_peak_3,1,1,180,180
Shuttle 1DOWN,1103,non_peak_1,4,4,480,120
Shuttle 1DOWN,1103,non_peak_2,10,10,300,30
Shuttle 1DOWN,1103,non_peak_3,5,5,180,36
Shuttle 1DOWN,1103,peak_1,8,8,240,30
Shuttle 1DOWN,1103,peak_2,8,8,240,30
Shuttle 1UP,1104,non_peak_1,4,4,480,120
Shuttle 1UP,1104,non_peak_2,10,10,300,30
Shuttle 1UP,1104,non_peak_3,5,5,180,36
Shuttle 1UP,1104,peak_1,8,8,240,30
Shuttle 1UP,1104,peak_2,8,8,240,30
Shuttle 2DOWN,1105,non_peak_1,4,4,480,120
Shuttle 2DOWN,1105,non_peak_2,10,10,300,30
Shuttle 2DOWN,1105,non_peak_3,5,5,180,36
Shuttle 2DOWN,1105,peak_1,8,8,240,30
Shuttle 2DOWN,1105,peak_2,8,8,240,30
Shuttle 2UP,1106,non_peak_1,4,4,480,120
Shuttle 2UP,1106,non_peak_2,10,10,300,30
Shuttle 2UP,1106,non_peak_3,5,5,180,36
Shuttle 2UP,1106,peak_1,8,8,240,30
Shuttle 2UP,1106,peak_2,8,8,240,30
Yatra 11DOWN,1107,non_peak_1,4,4,480,120
Yatra 11DOWN,1107,non_peak_2,10,10,300,30
Yatra 11DOWN,1107,non_peak_3,5,5,180,36
Yatra 11DOWN,1107,peak_1,8,8,240,30
Yatra 11DOWN,1107,peak_2,8,8,240,30
Yatra 11UP,1108,non_peak_1,4,4,480,120
Yatra 11UP,1108,non_peak_2,10,10,300,30
Yatra 11UP,1108,non_peak_3,5,5,180,36
Yatra 11UP,1108,peak_1,8,8,240,30
Yatra 11UP,1108,peak_2,8,8,240,30
Yatra 12DOWN,1035,non_peak_1,4,4,480,120
Yatra 12DOWN,1035,non_peak_2,10,10,300,30
Yatra 12DOWN,1035,non_peak_3,5,5,180,36
Yatra 12DOWN,1035,peak_1,8,8,240,30
Yatra 12DOWN,1035,peak_2,8,8,240,30
Yatra 12UP,1036,non_peak_1,4,4,480,120
Yatra 12UP,1036,non_peak_2,10,10,300,30
Yatra 12UP,1036,non_peak_3,5,5,180,36
Yatra 12UP,1036,peak_1,8,8,240,30
Yatra 12UP,1036,peak_2,8,8,240,30
Yatra 13DOWN,1037,non_peak_1,4,4,480,120
Yatra 13DOWN,1037,non_peak_2,10,10,300,30
Yatra 13DOWN,1037,non_peak_3,5,5,180,36
Yatra 13DOWN,1037,peak_1,8,8,240,30
Yatra 13DOWN,1037,peak_2,8,8,240,30
Yatra 13UP,1038,non_peak_1,4,4,480,120
Yatra 13UP,1038,non_peak_2,10,10,300,30
Yatra 13UP,1038,non_peak_3,5,5,180,36
Yatra 13UP,1038,peak_1,8,8,240,30
Yatra 13UP,1038,peak_2,8,8,240,30
Yatra 14DOWN,1039,non_peak_1,4,4,480,120
Yatra 14DOWN,1039,non_peak_2,10,10,300,30
Yatra 14DOWN,1039,non_peak_3,5,5,180,36
Yatra 14DOWN,1039,peak_1,8,8,240,30
Yatra 14DOWN,1039,peak_2,8,8,240,30
Yatra 14UP,1040,non_peak_1,4,4,480,120
Yatra 14UP,1040,non_peak_2,10,10,300,30
Yatra 14UP,1040,non_peak_3,5,5,180,36
Yatra 14UP,1040,peak_1,8,8,240,30
Yatra 14UP,1040,peak_2,8,8,240,30
Yatra 15DOWN,1109,non_peak_1,4,4,480,120
Yatra 15DOWN,1109,non_peak_2,10,10,300,30
Yatra 15DOWN,1109,non_peak_3,5,5,180,36
Yatra 15DOWN,1109,peak_1,8,8,240,30
Yatra 15DOWN,1109,peak_2,8,8,240,30
Yatra 15UP,1110,non_peak_1,4,4,480,120
Yatra 15UP,1110,non_peak_2,10,10,300,30
Yatra 15UP,1110,non_peak_3,5,5,180,36
Yatra 15UP,1110,peak_1,8,8,240,30
Yatra 15UP,1110,peak_2,8,8,240,30
Yatra 16DOWN,1111,non_peak_1,4,4,480,120
Yatra 16DOWN,1111,non_peak_2,10,10,300,30
Yatra 16DOWN,1111,non_peak_3,5,5,180,36
Yatra 16DOWN,1111,peak_1,8,8,240,30
Yatra 16DOWN,1111,peak_2,8,8,240,30
Yatra 16UP,1112,non_peak_1,4,4,480,120
Yatra 16UP,1112,non_peak_2,10,10,300,30
Yatra 16UP,1112,non_peak_3,5,5,180,36
Yatra 16UP,1112,peak_1,8,8,240,30
Yatra 16UP,1112,peak_2,8,8,240,30
Yatra 17DOWN,1041,non_peak_1,4,4,480,120
Yatra 17DOWN,1041,non_peak_2,10,10,300,30
Yatra 17DOWN,1041,non_peak_3,5,5,180,36
Yatra 17DOWN,1041,peak_1,8,8,240,30
Yatra 17DOWN,1041,peak_2,8,8,240,30
Yatra 17UP,1042,non_peak_1,4,4,480,120
Yatra 17UP,1042,non_peak_2,10,10,300,30
Yatra 17UP,1042,non_peak_3,5,5,180,36
Yatra 17UP,1042,peak_1,8,8,240,30
Yatra 17UP,1042,peak_2,8,8,240,30
Yatra 18DOWN,1113,non_peak_1,4,4,480,120
Yatra 18DOWN,1113,non_peak_2,10,10,300,30
Yatra 18DOWN,1113,non_peak_3,5,5,180,36
Yatra 18DOWN,1113,peak_1,8,8,240,30
Yatra 18DOWN,1113,peak_2,8,8,240,30
Yatra 18UP,1114,non_peak_1,4,4,480,120
Yatra 18UP,1114,non_peak_2,10,10,300,30
Yatra 18UP,1114,non_peak_3,5,5,180,36
Yatra 18UP,1114,peak_1,8,8,240,30
Yatra 18UP,1114,peak_2,8,8,240,30
Yatra 1DOWN,1043,non_peak_1,4,4,480,120
Yatra 1DOWN,1043,non_peak_2,10,10,300,30
Yatra 1DOWN,1043,non_peak_3,5,5,180,36
Yatra 1DOWN,1043,peak_1,8,8,240,30
Yatra 1DOWN,1043,peak_2,8,8,240,30
Yatra 1UP,1044,non_peak_1,4,4,480,120
Yatra 1UP,1044,non_peak_2,10,10,300,30
Yatra 1UP,1044,non_peak_3,5,5,180,36
Yatra 1UP,1044,peak_1,8,8,240,30
Yatra 1UP,1044,peak_2,8,8,240,30
Yatra 20DOWN,1045,non_peak_1,4,4,480,120
Yatra 20DOWN,1045,non_peak_2,10,10,300,30
Yatra 20DOWN,1045,non_peak_3,5,5,180,36
Yatra 20DOWN,1045,peak_1,8,8,240,30
Yatra 20DOWN,1045,peak_2,8,8,240,30
Yatra 20UP,1046,non_peak_1,4,4,480,120
Yatra 20UP,1046,non_peak_2,10,10,300,30
Yatra 20UP,1046,non_peak_3,5,5,180,36
Yatra 20UP,1046,peak_1,8,8,240,30
Yatra 20UP,1046,peak_2,8,8,240,30
Yatra 24DOWN,1047,non_peak_1,4,4,480,120
Yatra 24DOWN,1047,non_peak_2,10,10,300,30
Yatra 24DOWN,1047,non_peak_3,5,5,180,36
Yatra 24DOWN,1047,peak_1,8,8,240,30
Yatra 24DOWN,1047,peak_2,8,8,240,30
Yatra 24UP,1048,non_peak_1,4,4,480,120
Yatra 24UP,1048,non_peak_2,10,10,300,30
Yatra 24UP,1048,non_peak_3,5,5,180,36
Yatra 24UP,1048,peak_1,8,8,240,30
Yatra 24UP,1048,peak_2,8,8,240,30
Yatra 2DOWN,1049,non_peak_1,4,4,480,120
Yatra 2DOWN,1049,non_peak_2,10,10,300,30
Yatra 2DOWN,1049,non_peak_3,5,5,180,36
Yatra 2DOWN,1049,peak_1,8,8,240,30
Yatra 2DOWN,1049,peak_2,8,8,240,30
Yatra 2UP,1050,non_peak_1,4,4,480,120
Yatra 2UP,1050,non_peak_2,10,10,300,30
Yatra 2UP,1050,non_peak_3,5,5,180,36
Yatra 2UP,1050,peak_1,8,8,240,30
Yatra 2UP,1050,peak_2,8,8,240,30
Yatra 3DOWN,1115,non_peak_1,4,4,480,120
Yatra 3DOWN,1115,non_peak_2,10,10,300,30
Yatra 3DOWN,1115,non_peak_3,5,5,180,36
Yatra 3DOWN,1115,peak_1,8,8,240,30
Yatra 3DOWN,1115,peak_2,8,8,240,30
Yatra 3UP,1116,non_peak_1,4,4,480,120
Yatra 3UP,1116,non_peak_2,10,10,300,30
Yatra 3UP,1116,non_peak_3,5,5,180,36
Yatra 3UP,1116,peak_1,8,8,240,30
Yatra 3UP,1116,peak_2,8,8,240,30
Yatra 5DOWN,1117,non_peak_1,4,4,480,120
Yatra 5DOWN,1117,non_peak_2,10,10,300,30
Yatra 5DOWN,1117,non_peak_3,5,5,180,36
Yatra 5DOWN,1117,peak_1,8,8,240,30
Yatra 5DOWN,1117,peak_2,8,8,240,30
Yatra 5UP,1118,non_peak_1,4,4,480,120
Yatra 5UP,1118,non_peak_2,10,10,300,30
Yatra 5UP,1118,non_peak_3,5,5,180,36
Yatra 5UP,1118,peak_1,8,8,240,30
Yatra 5UP,1118,peak_2,8,8,240,30
Yatra 6DOWN,1119,non_peak_1,4,4,480,120
Yatra 6DOWN,1119,non_peak_2,10,10,300,30
Yatra 6DOWN,1119,non_peak_3,5,5,180,36
Yatra 6DOWN,1119,peak_1,8,8,240,30
Yatra 6DOWN,1119,peak_2,8,8,240,30
Yatra 6UP,1120,non_peak_1,4,4,480,120
Yatra 6UP,1120,non_peak_2,10,10,300,30
Yatra 6UP,1120,non_peak_3,5,5,180,36
Yatra 6UP,1120,peak_1,8,8,240,30
Yatra 6UP,1120,peak_2,8,8,240,30
Yatra 7DOWN,1121,non_peak_1,4,4,480,120
Yatra 7DOWN,1121,non_peak_2,10,10,300,30
Yatra 7DOWN,1121,non_peak_3,5,5,180,36
Yatra 7DOWN,1121,peak_1,8,8,240,30
Yatra 7DOWN,1121,peak_2,8,8,240,30
Yatra 7UP,1122,non_peak_1,4,4,480,120
Yatra 7UP,1122,non_peak_2,10,10,300,30
Yatra 7UP,1122,non_peak_3,5,5,180,36
Yatra 7UP,1122,peak_1,8,8,240,30
Yatra 7UP,1122,peak_2,8,8,240,30
Yatra 8DOWN,1123,non_peak_1,4,4,480,120
Yatra 8DOWN,1123,non_peak_2,10,10,300,30
Yatra 8DOWN,1123,non_peak_3,5,5,180,36
Yatra 8DOWN,1123,peak_1,8,8,240,30
Yatra 8DOWN,1123,peak_2,8,8,240,30
Yatra 8UP,1124,non_peak_1,4,4,480,120
Yatra 8UP,1124,non_peak_2,10,10,300,30
Yatra 8UP,1124,non_peak_3,5,5,180,36
Yatra 8UP,1124,peak_1,8,8,240,30
Yatra 8UP,1124,peak_2,8,8,240,30
Yatra 9DOWN,1125,non_peak_1,4,4,480,120
Yatra 9DOWN,1125,non_peak_2,10,10,300,30
Yatra 9DOWN,1125,non_peak_3,5,5,180,36
Yatra 9DOWN,1125,peak_1,8,8,240,30
Yatra 9DOWN,1125,peak_2,8,8,240,30
Yatra 9UP,1126,non_peak_1,4,4,480,120
Yatra 9UP,1126,non_peak_2,10,10,300,30
Yatra 9UP,1126,non_peak_3,5,5,180,36
Yatra 9UP,1126,peak_1,8,8,240,30
Yatra 9UP,1126,peak_2,8,8,240,30
